id,type,text1,text2,text3,text4,notes
ork_subjugator,SHIP,"A fearsome vessel, the Subjugator-class is known to be built atop the broken hull of a Dominator-class cruiser. It is seen on the rarer side, due to needing a military grade hull to begin with, and a pirate captain with enough wealth and connections to afford the extensive ""overhaul."" Nonetheless, with the bristling amount of forward facing firepower, and the amount of damage it can soak up, the Subjugator-class is a potent threat indeed.",,,,
,,,,,,
#gestalt,,,,,,
,,,,,,
ork_feregether,SHIP,"Little sinner, have you no patience?",,,,
ork_sgoltadh,SHIP,"Not now, not yet.",,,,
ork_ceartas,SHIP,Time will deliver this.,,,,
,,,,,,
,,,,,,
,,,,,,
#weapons,,,,,,
,,,,,,
ork_rippa,WEAPON,"A weapon no captain wants to be downrange from, the Trì-fillte Cannon is a staple of Bultach fleets. Putting down tremendous levels consistent firepower, with a flux cost to match. Often used by those who desire a more constant pressure than the Mòrangnè Cannon allows.",,,,
ork_thumpa,WEAPON,"The Slige Autocannon, while quite good at shredding enemy shields with heavy, kinetic slugs, suffers from an inefficient flux use to do so. Despite this, it is a mainstay in Bultach fleets, proving dependable and easy to mount.",,,,
ork_layzah,WEAPON,"Rarely seen due to the low-tech nature of Bultach ships, the Fuadian Lance is a straightforward laser, trading EMP capability for pure damage, it excells at pressuring shields and armor alike.",,,,
ork_shoota,WEAPON,A turret comprised of three tpc turrets crudely ripped from battle wreckage. Losing efficiency in the process of being transformed into this massive turret.,,,,
ork_plasma,WEAPON,"Initially designed to be a railgun for hammering down on shields, the Teth Plasma Cannon instead fired much too fast-- resulting in the shell becoming a hot plasma. Nonetheless, quite effective, but quite expensive to mount.",,,,
ork_dakka,WEAPON,"Integrated into the hull of ork Kroozers and locked on a forward angle, these weapons give their fleet a massive level of standard firepower.",,,,
ork_shotgun,WEAPON,"A reliable option for armorbreaking, the Gnèag Cannon is a common choice mounted upon Bultach destroyers and frigates. It boasts a better damage output against shields thanks to the specialized shells it fires, albeit at the cost of being a bit harder to mount, and more demanding on a ship's flux grid.",,,,
ork_big_shotgun,WEAPON,"Originating from a modified hellbore design, the Mòrangnè Cannon shoots high velocity shells that have a potent secondary warhead-- should it impact shields. Though this effect is diminished as the efficiency of the shield worsens, to the point of it being negligible at best. Still, it's high explosive payload alone is nothing to scoff at.",,,,
ork_slug,WEAPON,"The Peilt autocannon, a compact and efficient burst weapon, is a common fixture on Bultach ships. With its simplicity and reliability, the Peilt autocannon provides smaller Bultach vessels with a straightforward means of dealing with shields, but has seen some popularity with other entities.",,,,
ork_tpb,WEAPON,"Built into the Buail, this downscaled Hellbore is an efficient, faster firing variant of the weapon-- at the cost of damage. Regardless, the destroyer can use it to deadly effect, shredding most armor.",,,,
ork_tpb2,WEAPON,"Built into the Buail, this downscaled Mark IX does less damage, and has a smaller burst size, but the sheer efficiency and fire rate more than make up for it; giving the destroyer an easy way to pressure shielded targets.",,,,
ork_bigplasma,WEAPON,"Following the success of the Teth Plasma Cannon, the Teotha Plasma Cannon was made. For all purposes a simple upscaling of the weapon, capable of shredding through shields, armor, and hull alike-- but at a heavy mount and flux cost.",,,,
ork_hell,WEAPON,"A large, crude cannon with shells so large it needs to be directly fueled with AM fuel, the ""Hellburn"" is nonetheless a terrifying weapon to face.",,,,
ork_nailer,WEAPON,"In order to work through tougher shields, the Bultach Coalition made a massive autocannon that fires terrifying lead spikes at high speed. Capable of shredding through hull in their own right, given their sheer size and weight.  ",,,,
ork_bolta,WEAPON,"In an attempt to level the playing field with the Tritachyon Corporation's superior shielding, the Seilch Railgun was developed with the intent of wearing down even the strongest shield generators at great range. It's unique charged shells make it rather expensive to mount, but many captains consider it well worth the price; electromagnetic interference, carefully tuned to force even the strongest shield generators absorb the hit as if they had no efficiency advantage at all.  ",,,,
ork_sledge,WEAPON,"Taking inspiration from the commonly used ""Hammer"" torpedoes, the Bultach Coalition set out to make a similar-- albeit more reliable launcher. Sacrificing payload for more accuracy, ammo and range, Caillean torpedoes are a common choice for captains wanting a surefire way to cripple vulnerable targets, as well as strain shield generators with their payload outright in a pinch.",,,,
ork_sledge_medium,WEAPON,"Taking inspiration from the commonly used ""Hammer"" torpedoes, the Bultach Coalition set out to make a similar-- albeit more reliable launcher. Sacrificing payload for more accuracy, ammo and range, Caillean torpedoes are a common choice for captains wanting a surefire way to cripple vulnerable targets, as well as strain shield generators with their payload outright in a pinch.",,,,
ork_sledge_small,WEAPON,"Taking inspiration from the commonly used ""Hammer"" torpedoes, the Bultach Coalition set out to make a similar-- albeit more reliable launcher. Sacrificing payload for more accuracy, ammo and range, Caillean torpedoes are a common choice for captains wanting a surefire way to cripple vulnerable targets, as well as strain shield generators with their payload outright in a pinch.",,,,
ork_plasma_shotgun,WEAPON,"A crude, yet incredibly cheap weapon, the Loshe spews a terrifying torrent of molten plasma for a relatively low flux cost. Unrealiable, short range, but easy to mount. The munitions it fires so hot that they continue to burn into the hull of any ships they impact for a short while. The Bultach Coalition has faced much flak and scrutiny for still deploying such an inhumane weapon.",,,,
ork_plasma_shotgun_medium,WEAPON,"A smaller version of the Loshe, the Losgadh works similarly; spewing it's lesser stream of molten plasma at a short range. sticking and burning upon impact of any obstacle or enemy. Short range, cheap, and unpredictable, this weapon is favored by more aggressive captains for it's up-close destructive power, giving much leeway for other assets to be mounted due to how cheap it is.",,,,
ork_rotary_pd,WEAPON,"Cheap and dependable, this rotary PD minigun is a common choice for many Bultach Coalition captains. Albeit more flux inefficient than it's cousins, it still sees common use.",,,,
ork_rotary_pd_small,WEAPON,"Cheap and dependable, this rotary PD minigun is a common choice for many Bultach Coalition captains looking for an alternative to the common vulcan cannon. Much more flux inefficient than it's cousins, it still sees common use due to the flak rounds it fires.",,,,
ork_rotary_pd_large,WEAPON,"Cheap and dependable, this dual rotary PD minigun is a common choice for many Bultach Coalition captains. Firing more rounds, more efficiently and at greater range than the small and medium variants in it's line, it can easily shred missiles and fighters alike.",,,,
ork_sledge_fighter,WEAPON,"A slightly smaller, shorter range variant of the Caillean torpedo designed to be more easily carried and re-armed on the Chaneil-class bomber. Nonetheless, it has fantastic strike potential, capable of tearing holes in even the thickest armor.",,,,
ork_noshield_large,WEAPON,"The Unsgiath-series LRM was purposebuilt for prolonged battles and for use against heavy shielding, fitted with an internal autoloader it can indefinitely fire off missiles, albeit with a large reloading time, once it's initial stock is depleted. It sees common use among many Bultach ships as a reliable way of suppressing shields, but it is not without it's flaws. A slow missile speed means it can often be evaded by smaller ships, and the accuracy of the missile's second stage burst leaves much to be desired.",,,,
ork_noshield_medium,WEAPON,"The Unsgiath-series LRM was purposebuilt for prolonged battles and for use against heavy shielding, fitted with an internal autoloader it can indefinitely fire off missiles, albeit with a large reloading time, once it's initial stock is depleted. It sees common use among many Bultach ships as a reliable way of suppressing shields, but it is not without it's flaws. A slow missile speed means it can often be evaded by smaller ships, and the accuracy of the missile's second stage burst leaves much to be desired.",,,,
ork_noshield_small,WEAPON,"The Unsgiath-series LRM was purposebuilt for prolonged battles and for use against heavy shielding, fitted with an internal autoloader it can indefinitely fire off missiles, albeit with a large reloading time, once it's initial stock is depleted. It sees common use among many Bultach ships as a reliable way of suppressing shields, but it is not without it's flaws. A slow missile speed means it can often be evaded by smaller ships, and the low accuracy of the missile's second stage burst leaves much to be desired.",,,,
ork_emp_torpedo,WEAPON,"A rather expensive torpedo that needs it's disruptive properties to be charged by the host ship before firing, the Tonn Mòr torpedo has proven to be a valuable asset for the Bultach Coalition. Delivering a direct energy payload in a concentrated area, while the second stage energy explosive allows it to further cripple any vulnerable vessels around the epicenter.",,,,
ork_emp_torpedo_medium,WEAPON,"A rather expensive torpedo that needs it's disruptive properties to be charged by the host ship before firing, the Tonn Mòr torpedo has proven to be a valuable asset for the Bultach Coalition. Delivering a direct energy payload in a concentrated area, while the second stage energy explosive allows it to further cripple any vulnerable vessels around the epicenter.",,,,
ork_old_laser,WEAPON,"An older design, rediscovered and then happily adopted-- and altered by the Coalition, the Fuathach Howitzer features certain curious aspects that have made it a valuable tool for the state; a violent reaction to all known shields. Upon contact with a shield, it bursts to life with arcs of energy, that of which actually interfere with the stability of the shield projectors, weakening it to further impacts.",,,,
ork_dem_small,WEAPON,"The Fuatha DEM series is a recent development by the Bultach Coalition. Developed from salvaged samples of the Dragonfire DEM, this munition instead has been tuned to react violently upon impact with shields, whereas it lashes out with chaotic arcs of energy, capable of straining even the most potent shields. Still, its payload is still significant enough to punch through hull or weaker armor if required. ",,,,
ork_dem_medium,WEAPON,"The Fuatha DEM series is a recent development by the Bultach Coalition. Developed from salvaged samples of the Dragonfire DEM, this munition instead has been tuned to react violently upon impact with shields, whereas it lashes out with chaotic arcs of energy, capable of straining even the most potent shields. Still, its payload is still significant enough to punch through hull or weaker armor if required. ",,,,
ork_dem_large,WEAPON,"The Fuatha DEM series is a recent development by the Bultach Coalition. Developed from salvaged samples of the Dragonfire DEM, this munition instead has been tuned to react violently upon impact with shields, whereas it lashes out with chaotic arcs of energy, capable of straining even the most potent shields. Still, its payload is still significant enough to punch through hull or weaker armor if required. ",,,,
,,,,,,
,,,,,,
ork_pather_laser,WEAPON,"An oversized weapon born out of equal parts desperation and hubris, and used by the similarly afflicted, the Infernal Concentrator is a massive mining beam overcharged to ludicrous levels. It is notorious for it's difficulty to mount, albeit able to be slotted in both ballistic and energy mounts. It's magnetic field was never meant to contain the insane amounts of energy it now spews, with arcs lashing out at anything within reach-- even along the ship mounting it.",,,,
ork_mininglaser,WEAPON,"Used by both captains desperate to have some semblance of safety for their fleet, and pirates looking for more ways to kill people, this mining laser has been jury-rigged to shear through armor rather than asteroids.",,,,
ork_maul,WEAPON,"An infamous weapon made post collapse by the depraved and the insane, the Maul-class torpedo carries and incredibly destructive yield, capable of incinerating all but the most protecting ships in its blast radius. Due to the crude nature of the weapon, it has minimal ammo, and a hefty reloading period after each launch.",,,,
ork_scrapshot,WEAPON,"The Lombard Shotgun is a ridiculously oversized shotgun that spews shrapnel at anything downrange. Cheap and unreliable, as well as inconsistent in its damage due to the fact it is loaded with whatever scrap or salvage is available at the given time.",,,,
,,,,,,
,,,,,,
ork_swarmer_large,WEAPON,"A controversial design, the Snàmh Micromissile launcher series is nonetheless incredibly effective at brutally dispatching fighters and bombers alike. Releasing swarms of fast, albeit fragile missiles that quickly seek out nearby targets; their carefully tuned chemical payload reacting violently to hull for a few moments before the catalyst material burns out. This proves rather effective against exposed hull of standard ships as well-- and if enough missiles connect, armor as well.",,,,
ork_swarmer_medium,WEAPON,"A controversial design, the Snàmh Micromissile launcher series is nonetheless incredibly effective at brutally dispatching fighters and bombers alike. Releasing swarms of fast, albeit fragile missiles that quickly seek out nearby targets; their carefully tuned chemical payload reacting violently to hull for a few moments before the catalyst material burns out. This proves rather effective against exposed hull of standard ships as well-- and if enough missiles connect, armor as well.",,,,
ork_swarmer_small,WEAPON,"A controversial design, the Snàmh Micromissile launcher series is nonetheless incredibly effective at brutally dispatching fighters and bombers alike. Releasing swarms of fast, albeit fragile missiles that quickly seek out nearby targets; their carefully tuned chemical payload reacting violently to hull for a few moments before the catalyst material burns out. This proves rather effective against exposed hull of standard ships as well-- and if enough missiles connect, armor as well.",,,,
,,,,,,
#big guns,,,,,,
,,,,,,
giga_rail,WEAPON,"Easily the size of a cruiser, this oversized railgun is capable of forcing frigate-sized shells to near light speed-- and it's devestating power couldn't be clearer. It rends directly through shields, ripping apart hull and armor alike as the projectile violently reacts with other matter. Such force is present that it causes small fusion reactions as it spears through any ship unlucky enough to receive it's ire.",,,,
,,,,,,
ork_holy_flame,WEAPON,"A massive, spinally mounted flamethrower aboard the Luddic Path converted Sporeship. While certainly akin to fire in appearence, the reality is it spews a massive torrent of hot, supercharged antimatter. Reducing most anything into smoldering, radioactive slag within mere moments. Those that survive are often inflicted with long-lasting trauma from the sheer trauma of facing such an inhumane weapon.",,,,
,,,,,,
ork_gigashotgun,WEAPON,"Mounted aboard the Sgriosathar alone, this oversized, hulking shotgun is capable of shredding through even the strongest shields. The kinetic slugs it fires so massive that even weaker armor is torn apart. Intended to be used against exceptionally tough warships, or to siege stations.",,,,
,,,,,,
ork_garbage_catapult,WEAPON,"A massive, heavy turret mounted atop most Spacehulk-class dreadnoughts, typically just the largest barrel and body that the captain of said Spacehulk could have mounted on the frame without blowing itself apart. They almost always fire highly explosive, highly radioactive shells that often times dwarf frigates.",,,,
,,,,,,
bultach_orbbeam_station,WEAPON,"""...I saw it cut through our capital ship's armor like it wasn't even there, I swear I could hear the beam screaming out of hatred-- or maybe agony? Hell if I know, the ship it was fired from looked like it was being shaken apart just from the strain of powering it. I burned away and never looked back.""",- Former Scavenger,,,
,,,,,,
ork_sathar_gigashotgun,WEAPON,"A extremely long range, saturation artillery piece, the Chaneilgin Artillery is favored by Sathar captains who patrol for pirate or pather activity in particular. The splitting shells rip apart hull and armor ruthlessly and efficienctly, and allow the Sathar to do so from great distance.  ",,,,
ork_sathar_siege_laser,WEAPON,"A marvel of Bultach engineering, and most popular pick to be mounted upon the Sathar, the Furaidh Siege Laser does not discrimate on what it rends apart, be it shields or armor. The energy discharged from each impact simply evaporates any missiles or fighters in a large vicinity. Though it does have a hefty cooling period following each and every shot, it's damage output and effect on the field of battle is undeniable.",,,,
ork_sathar_emp_nuke,WEAPON,"Rarely ever deployed due to the expense, and sheer indiscriminate devestation wielded, the Tonnas Motha Torpedo is an absolute last resort. Using a combination of barely understood phase-space physics, the torpedo creates a blast larger than it should be capable of. The resulting ""shockwaves"" in reality rend apart any vessels in the vicinity, and utterly cripple anything it doesnt outright destroy.",,,,
,,,,,,
,,,,,,
ork_dorn_siege_laser,WEAPON,"A monstrously sized weapon, the Diult Eradication Laser was first intended to fire ballistic bolts of incredible size-- but due to the sheer energy involved, no projectile could consistently survive the acceleration without spalling apart. What was instead adopted was a slightly lower speed that turns its shells into a hot plasma ball that wreaks chaos upon anything it hits.",,,,
,,,,,,
,,,,,,
ork_teotha_builtin1,WEAPON,"Quite obviously inspired by the Hegemony's Onslaught-class, the Teotha Pulse Cannon is built directly into the ""arm"" of the Freigart-class, these variants of the Teotha plasma cannon are much more efficienct, due to how much space they're allowed in their construction. And opening volley from the pair can cripple many ships, and allows the Freigart-class a level of frontal firepower needed to take down tougher targets.",,,,
ork_teotha_builtin2,WEAPON,"Quite obviously inspired by the Hegemony's Onslaught-class, the Teotha Pulse Cannon is built directly into the ""arm"" of the Freigart-class, these variants of the Teotha plasma cannon are much more efficienct, due to how much space they're allowed in their construction. And opening volley from the pair can cripple many ships, and allows the Freigart-class a level of frontal firepower needed to take down tougher targets.",,,,
,,,,,,
#shipsystems,,,,,,
,,,,,,
ork_displacer,SHIP_SYSTEM,"Using a set of jury rigged phase teleporters and quite a bit of luck, this system allows for the ship to teleport short distances several times in succession.",,,,
rammingdrive,SHIP_SYSTEM,"By redirecting power from the shield generators to engines, as well as to an onboard damper system, ships with the Lasair Drive are propelled forward at an extreme rate, often directly into an enemy ship in a ramming manuever.",,,,
burnerdrive,SHIP_SYSTEM,"A terrifying speed boost and common for many piratized Space-Hulks, the Burner Drive is capable of quickly taking it to the front lines, often crushing it's own allied ships along with enemies in its path if not used carefully.",,,,
zapstrike,SHIP_SYSTEM,"A unique piece of equipment used by the Cruithear-class alone, this system allows it to launch EMP arcs at any ship, including fighters within it's range.",,,,
phase_interdict,SHIP_SYSTEM,"A Bultach-designed system made to deal with worrisome phase ships; this classified piece of hardware forcibly tears them from P-space using poorly understood energy dynamics stolen from captured and deconstructed Tri-Tachyon equipment. Disables a target phase ship for some time, albeit at the cost of generating high flux.",,,,
flux_booster,SHIP_SYSTEM,"A fairly new system developed by the Bultach Coalition, the Flux Booster allows a ship to inject built up flux directly into it's engines, violently expelling it from the ship and allowing a brief boost of speed.",,,,
bt_assault_burn,SHIP_SYSTEM,"Provides a long-lasting boost of speed, as well as improving efficiency of ballistic weapons while active.",,,,
bt_engine_burn,SHIP_SYSTEM,Provides several brief but powerful boosts of speed and maneuverability. ,,,,
bt_holy_charge,SHIP_SYSTEM,"With a blare of holy horns, this reclaimed Sporeship rushes forward at terrifying speeds. Destroying most anything not quick enough to get out of the way.",,,,
bt_yoinker,SHIP_SYSTEM,"Using a series of external projectors on the outside of the hull, the Magnetic Pulse system lashes out with rippling arcs of energy; forcibly dragging enemy vessels into firing range. It's effectiveness drops as the mass of the enemy vessel increases, due to the strain on the reactor.",,,,
bt_offensive_overdrive,SHIP_SYSTEM,"The Offensive Overdrive is an experimental system, only seeing use on the newest, most fragile Bultach hulls. It overclocks the ship's reactor at the cost of being able to active vent. It allows both increased speed, and an enhanced firing rate. Giving it boosted combat potential for a brief few moments, or a hasty retreat.",,,,
phase_interdict_field,SHIP_SYSTEM,"Seeking an answer to Tritachyon phase fleets, the Coalition deploys ships with a specialized reactor; able to tune into P-space, the ship releases turbulent ""ripples"" into it in a small area around it. Much akin to stormy seas, this makes phasing anywhere near a ship with the system extremely flux intensive.",,,,
bt_forcedphase,SHIP_SYSTEM,"In their efforts to thwart phase vessels, the Coalition has discovered an entirely new way access P-space; brutally forcing the process instead. In a flux-heavy procedure, a ship dives into P-space by sheer force alone, before violently exiting with a burst of chaotic energy. This side effect has proven quite useful, amplifying alpha strike capabilities.",,,,
bt_aegis,SHIP_SYSTEM,"To enhance the survivability of ships in an aggressive doctrine, the Coalition designed the Aegis shield system; a host ship with a particularly powerful reactor can provide a temporary ""skinshield"" to nearby allies. It can absorb a set amount of damage before dissipating, or will flicker from the ship after a short time.",,,,
bt_rampage,SHIP_SYSTEM,"A surprisingly sophisticated design for pirate make, and unique to the Mastodon-class, this is an assumed overhaul of the popular ""burn drive"" system. Featuring an onboard damper and autofeeder, the ""Rampage Drive"" allows for deadly strikes, and is commonly accompanied by the loudest horn the pirate captain could fit.",,,,
bt_pather_tele,SHIP_SYSTEM,"Utilizing a nightmarish amalgamation of phase coils and redundant anchors throughout the ship, the Sacrilege-class unbelievably manages to teleport its entire mass great distances without ripping itself apart.  ",,,,
,,,,,,
,,,,,,
#faction,,,,,,
,,,,,,
orks,FACTION,"Emerging from the obscure fringes of the expansive Persean Sector, the Bultach Coalition traces its origins back to the waning days of the Domain Era. Tempted by the promises extended by the Tri-Tachyon Corporation, the forebears of the Coalition and their people migrated to their current home system, unwittingly stepping into a web of clandestine arrangements. Within the research facilities of Tri-Tachyon, they endured years of harrowing genetic experimentation and other enigmatic trials—many of which remain shrouded in secrecy, concealed from public knowledge or documented only in the most minuscule detail.

Those cast aside by society were often swallowed by the shadows, continuing the covert project. With the onset of the Great Collapse, the local Tri-Tachyon government abandoned all pretenses of concealing these experiments from the general populace, imposing unrelenting martial law upon the system's citizens.

This ill-conceived decision proved to be Tri-Tachyon's undoing, for it was only after decades of enduring suffering that the people of Bultach mustered the strength to revolt against their corporate overlords. Through a bitter campaign that succeeded in expelling them from the system, swiftly followed by fortifying their planet to withstand any attempts at recapture, the Bultach Coalition emerged as a tenacious force, launching relentless strikes against Tri-Tachyon while staunchly defending their hard-won territory.

Though smaller in scale compared to other influential factions, their protracted feud with Tri-Tachyon persists to this day, publicly known as the Company War. In recent cycles, the Coalition has cautiously initiated trade with other powers within the Persean Sector—specifically those that share a mutual animosity towards their despised former megacorporation oppressors. The Bultach Coalition, driven by an unwavering determination to gain the upper hand, is renowned for their willingness to employ any means necessary, even if their more controversial methods are vehemently denied in the public eye, thanks to their close ties with the Hegemony.

Since its inception, the Coalition has established itself as an industrial powerhouse, ceaselessly churning out a relentless stream of vessels while diligently fortifying their primary system. By extending their welcome to both common spacers and adherents of the Luddic faith, who seek safety and stability in the face of their most detested adversary, the Bultach Coalition has experienced rapid expansion, enabling them to unleash vast industrial capabilities on an unprecedented scale.","Properly formed now, the Bultach Coalition now strikes at Tri-Tach at any chance they have, and fiercely defend their territory. But over time, they have slowly opened up trade with the other powers of the sector-- Mainly those that also find themselves at odds with the megacorporation.",,,
,,,,,,
#PLANETS,,,,,,
,,,,,,
bt_dhachnaigh,CUSTOM,"A lush, warm terran world; the main attraction of immigration to the system pre-collapse, along with large subsidies promised to draw in business and industry. Quite far from the core worlds, the perfect grounds for Tri Tachyon to perform hidden experiments on the generally unaware populace. Post collapse, any attempts to keep this experimentation hidden were abruptly stopped, with the planet struck with pseudo-martial law. Genetic, biological, and chemical weapons and modifications wracked the population for years, building a boiling resentment in all but the richest inhabitants. When the megacorporation was stretched thin and at it's weakest during the first AI war, a massive revolt was launched from Dhachaigh. Destruction wracked both the streets and the space above for all but a year. In the end, the planet was wrenched from Tri Tachyon's grasp, a raging polity rising to become the Bultach Coalition in time.

For years to come, paranoia was rampant. Anyone loyal, or even sympathetic to the megacorporation was promptly put on trial, and either exiled, or executed. Military recruitment was at a massive high, with so many families seeking stability, allowing the young state to rapidly push outwards in it's home system to establish itself.",,,,
bt_miotail,CUSTOM,"The second planet to be freed from the vile clutches of the Tri Tachyon Corportation, Miotail was a much needed industrial center. Heavy in valuable ores, it was an essential stepping stone for mining, and subsequent ship production. With the majority of the population under the same conditions Dhachnaigh was, their liberation was swift. Once organized, and military leaders placed in power, the moon began a massive output of ships. With more than willing volunteers surging forth to be trained, and lifted up into the stars to claim their home. The moon's industrial might has only increased over time, dotted with massive complexes of refineries and underground cities, provided with a surplus of food from their host planet.",,,,
bt_siphon,CUSTOM,"Constructed shortly after the first AI war, after the Bultach Coalition had gained independance through violent uprising against Tri tachyon, this siphon station provided much needed antimatter fuel to the fledgling state. Both a center of siphoning off volatile gasses from it's host gas giant, as well as production of antimatter fuel. This proved to be a massive boon for the Coalition during the second AI war, when the faction was often cut off from trade due to the Tri tachyon corporation's logistic raiding tactics. ",,,,
bt_meinnearach,CUSTOM,"Though Miotail was a large boon indeed, the Bultach Coalition needed yet more resources to feed into it's churning war machine. Meinnearach; a hot, ore rich planet in their home system was quickly colonized following the foundation of the Bultach Coalition. Often, criminals are sentenced to temporary service upon the world to bolster it's mining capabilities, but only the most depraved are made to permanently stay and provide resources for the faction.",,,,
,,,,,,
#STATION,,,,,,
,,,,,,
orbital_station_bultach,CUSTOM,"The pearl of the Bultach navy, both a powerful morale and propaganda piece often used to strike both fear and awe into those who view it, housing thousands upon thousands of crew, and easily outsizing-- as well as outgunning entire stations. The DòrnDhè is often credited as the will of the Bultach Coalition's citizens, their rage made manifest.

It is to spearhead their assault against Tritachyon's planets, with the capability to reduce the surface of any colony to a sheet of glass solely on it's own. The vengeful spirit of a spiteful populace.

Doubling as a last resort, it presents the option to embark upon it as an ark ship, to carry a large chunk of the population to safe haven, should the Bultach Coalition's war come to that.

Of course, it is much too resource-draining and heavy in maintenance requirements for it to embark much at all. For now, it rests in orbit of their homeworld, valiantly defending it from any threats, should they come too near.

",,,,